	Measurement	Sample Name	Wavelength (nm)	Temperature Start (°C)	Temperature End (°C)	Run	Ramp Type	gi	file_name	Sample	bg in mM	[Buffer] in mM	Monovalent Ion	Concentration	Concentration Unit	deri_fit_Tm_C	deri_fit_dEd/dT	deri_fit_DTm	direct_melt_Tm_C	direct_melt_DTm	direct_melt_DH_J/mol	direct_melt_DDH	direct_melt_m1	direct_melt_Dm1	direct_melt_n1	direct_melt_Dn1	direct_melt_m2	direct_melt_Dm2	direct_melt_n2	direct_melt_Dn2	direct_melt_DS_J/mol/K	direct_melt_DDS
942	15	41 mM NaCl	260.0	90.0	21.0	2	Cooling	943	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	41.0	mM	336.3299992370224	0.006760050556764611	0.08999999999991815	318.1203924200912	3.984069989771025	-84418.29465417868	10082.729793087918	0.0047440723745636754	0.00038088602626774025	-1.0014791675061654	0.11214938769066313	0.0066610614741410175	0.00013879626572292902	-1.620969710720089	0.05158874056987149	-265.3658698581662	35.01808201213499
943	16	41 mM NaCl	260.0	21.0	90.0	2	Heating	944	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	41.0	mM	339.02999999995916	0.007047078300681746	0.13999999999987267	326.6092670576232	21.969216254640603	-50965.622525835955	6495.188807754404	0.003953536940374185	0.0016509272571454507	-0.7720530009241368	0.46004233419315155	0.007209980766455383	0.0015313735055535124	-1.7955236353296016	0.6044828569601917	-156.0446308978862	30.382992922166153
944	17	516 mM NaCl	400.0	90.0	21.0	1	Cooling	945	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	516.0	mM																	
945	18	516 mM NaCl	400.0	21.0	90.0	1	Heating	946	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	516.0	mM																	
946	19	516 mM NaCl	400.0	90.0	21.0	2	Cooling	947	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	516.0	mM																	
947	20	516 mM NaCl	400.0	21.0	90.0	2	Heating	948	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	516.0	mM																	
948	21	116 mM NaCl	400.0	90.0	21.0	1	Cooling	949	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	116.0	mM																	
949	22	116 mM NaCl	400.0	21.0	90.0	1	Heating	950	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	116.0	mM																	
950	23	116 mM NaCl	400.0	90.0	21.0	2	Cooling	951	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	116.0	mM																	
951	24	116 mM NaCl	400.0	21.0	90.0	2	Heating	952	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	116.0	mM																	
952	25	66 mM NaCl	400.0	90.0	21.0	1	Cooling	953	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	66.0	mM																	
953	26	66 mM NaCl	400.0	21.0	90.0	1	Heating	954	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	66.0	mM																	
954	27	66 mM NaCl	400.0	90.0	21.0	2	Cooling	955	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	66.0	mM																	
955	28	66 mM NaCl	400.0	21.0	90.0	2	Heating	956	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	66.0	mM																	
956	29	41 mM NaCl	400.0	90.0	21.0	1	Cooling	957	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	41.0	mM																	
957	30	41 mM NaCl	400.0	21.0	90.0	1	Heating	958	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	41.0	mM																	
958	31	41 mM NaCl	400.0	90.0	21.0	2	Cooling	959	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	41.0	mM																	
959	32	41 mM NaCl	400.0	21.0	90.0	2	Heating	960	2024-02-01_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	41.0	mM																	
960	1	5 mM MgCl2	260.0	90.0	21.0	1	Cooling	961	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
961	2	5 mM MgCl2	260.0	21.0	90.0	1	Heating	962	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
962	3	5 mM MgCl2	260.0	90.0	21.0	2	Cooling	963	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
963	4	5 mM MgCl2	260.0	21.0	90.0	2	Heating	964	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
964	5	1 mM MgCl2	260.0	90.0	21.0	1	Cooling	965	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
965	6	1 mM MgCl2	260.0	21.0	90.0	1	Heating	966	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
966	7	1 mM MgCl2	260.0	90.0	21.0	2	Cooling	967	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
967	8	1 mM MgCl2	260.0	21.0	90.0	2	Heating	968	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
968	9	0.1 mM MgCl2	260.0	90.0	21.0	1	Cooling	969	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
969	10	0.1 mM MgCl2	260.0	21.0	90.0	1	Heating	970	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
970	11	0.1 mM MgCl2	260.0	90.0	21.0	2	Cooling	971	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
971	12	0.1 mM MgCl2	260.0	21.0	90.0	2	Heating	972	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
972	13	0 mM MgCl2	260.0	90.0	21.0	1	Cooling	973	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
973	14	0 mM MgCl2	260.0	21.0	90.0	1	Heating	974	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
974	15	0 mM MgCl2	260.0	90.0	21.0	2	Cooling	975	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
975	16	0 mM MgCl2	260.0	21.0	90.0	2	Heating	976	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
976	17	5 mM MgCl2	400.0	90.0	21.0	1	Cooling	977	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
977	18	5 mM MgCl2	400.0	21.0	90.0	1	Heating	978	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
978	19	5 mM MgCl2	400.0	90.0	21.0	2	Cooling	979	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
979	20	5 mM MgCl2	400.0	21.0	90.0	2	Heating	980	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
980	21	1 mM MgCl2	400.0	90.0	21.0	1	Cooling	981	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
981	22	1 mM MgCl2	400.0	21.0	90.0	1	Heating	982	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
982	23	1 mM MgCl2	400.0	90.0	21.0	2	Cooling	983	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
983	24	1 mM MgCl2	400.0	21.0	90.0	2	Heating	984	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
984	25	0.1 mM MgCl2	400.0	90.0	21.0	1	Cooling	985	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
985	26	0.1 mM MgCl2	400.0	21.0	90.0	1	Heating	986	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
986	27	0.1 mM MgCl2	400.0	90.0	21.0	2	Cooling	987	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
987	28	0.1 mM MgCl2	400.0	21.0	90.0	2	Heating	988	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
988	29	0 mM MgCl2	400.0	90.0	21.0	1	Cooling	989	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
989	30	0 mM MgCl2	400.0	21.0	90.0	1	Heating	990	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
990	31	0 mM MgCl2	400.0	90.0	21.0	2	Cooling	991	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
991	32	0 mM MgCl2	400.0	21.0	90.0	2	Heating	992	2024-02-14_RNA_melting_MgCl2_only_HEPES.csv																							
992	1	100 mM MgCl2	260.0	90.0	21.0	1	Cooling	993	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
993	2	100 mM MgCl2	260.0	21.0	90.0	1	Heating	994	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
994	3	100 mM MgCl2	260.0	90.0	21.0	2	Cooling	995	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
995	4	100 mM MgCl2	260.0	21.0	90.0	2	Heating	996	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
996	5	50 mM MgCl2	260.0	90.0	21.0	1	Cooling	997	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
997	6	50 mM MgCl2	260.0	21.0	90.0	1	Heating	998	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
998	7	50 mM MgCl2	260.0	90.0	21.0	2	Cooling	999	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
999	8	50 mM MgCl2	260.0	21.0	90.0	2	Heating	1000	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1000	9	25 mM MgCl2	260.0	90.0	21.0	1	Cooling	1001	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1001	10	25 mM MgCl2	260.0	21.0	90.0	1	Heating	1002	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1002	11	25 mM MgCl2	260.0	90.0	21.0	2	Cooling	1003	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1003	12	25 mM MgCl2	260.0	21.0	90.0	2	Heating	1004	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1004	13	10 mM MgCl2	260.0	90.0	21.0	1	Cooling	1005	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1005	14	10 mM MgCl2	260.0	21.0	90.0	1	Heating	1006	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1006	15	10 mM MgCl2	260.0	90.0	21.0	2	Cooling	1007	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1007	16	10 mM MgCl2	260.0	21.0	90.0	2	Heating	1008	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1008	17	100 mM MgCl2	400.0	90.0	21.0	1	Cooling	1009	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1009	18	100 mM MgCl2	400.0	21.0	90.0	1	Heating	1010	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1010	19	100 mM MgCl2	400.0	90.0	21.0	2	Cooling	1011	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1011	20	100 mM MgCl2	400.0	21.0	90.0	2	Heating	1012	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1012	21	50 mM MgCl2	400.0	90.0	21.0	1	Cooling	1013	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1013	22	50 mM MgCl2	400.0	21.0	90.0	1	Heating	1014	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1014	23	50 mM MgCl2	400.0	90.0	21.0	2	Cooling	1015	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1015	24	50 mM MgCl2	400.0	21.0	90.0	2	Heating	1016	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1016	25	25 mM MgCl2	400.0	90.0	21.0	1	Cooling	1017	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1017	26	25 mM MgCl2	400.0	21.0	90.0	1	Heating	1018	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1018	27	25 mM MgCl2	400.0	90.0	21.0	2	Cooling	1019	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1019	28	25 mM MgCl2	400.0	21.0	90.0	2	Heating	1020	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1020	29	10 mM MgCl2	400.0	90.0	21.0	1	Cooling	1021	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1021	30	10 mM MgCl2	400.0	21.0	90.0	1	Heating	1022	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1022	31	10 mM MgCl2	400.0	90.0	21.0	2	Cooling	1023	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1023	32	10 mM MgCl2	400.0	21.0	90.0	2	Heating	1024	2024-02-15_RNA_melting_MgCl2_only_HEPES.csv																							
1024	1	10 mM CaCl2	260.0	90.0	21.0	1	Cooling	1025	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1025	2	10 mM CaCl2	260.0	21.0	90.0	1	Heating	1026	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1026	3	10 mM CaCl2	260.0	90.0	21.0	2	Cooling	1027	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1027	4	10 mM CaCl2	260.0	21.0	90.0	2	Heating	1028	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1028	5	5 mM CaCl2	260.0	90.0	21.0	1	Cooling	1029	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1029	6	5 mM CaCl2	260.0	21.0	90.0	1	Heating	1030	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1030	7	5 mM CaCl2	260.0	90.0	21.0	2	Cooling	1031	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1031	8	5 mM CaCl2	260.0	21.0	90.0	2	Heating	1032	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1032	9	1 mM CaCl2	260.0	90.0	21.0	1	Cooling	1033	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1033	10	1 mM CaCl2	260.0	21.0	90.0	1	Heating	1034	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1034	11	1 mM CaCl2	260.0	90.0	21.0	2	Cooling	1035	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1035	12	1 mM CaCl2	260.0	21.0	90.0	2	Heating	1036	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1036	13	0.1 mM CaCl2	260.0	90.0	21.0	1	Cooling	1037	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1037	14	0.1 mM CaCl2	260.0	21.0	90.0	1	Heating	1038	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1038	15	0.1 mM CaCl2	260.0	90.0	21.0	2	Cooling	1039	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1039	16	0.1 mM CaCl2	260.0	21.0	90.0	2	Heating	1040	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1040	17	10 mM CaCl2	400.0	90.0	21.0	1	Cooling	1041	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1041	18	10 mM CaCl2	400.0	21.0	90.0	1	Heating	1042	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1042	19	10 mM CaCl2	400.0	90.0	21.0	2	Cooling	1043	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1043	20	10 mM CaCl2	400.0	21.0	90.0	2	Heating	1044	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1044	21	5 mM CaCl2	400.0	90.0	21.0	1	Cooling	1045	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1045	22	5 mM CaCl2	400.0	21.0	90.0	1	Heating	1046	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1046	23	5 mM CaCl2	400.0	90.0	21.0	2	Cooling	1047	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1047	24	5 mM CaCl2	400.0	21.0	90.0	2	Heating	1048	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1048	25	1 mM CaCl2	400.0	90.0	21.0	1	Cooling	1049	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1049	26	1 mM CaCl2	400.0	21.0	90.0	1	Heating	1050	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1050	27	1 mM CaCl2	400.0	90.0	21.0	2	Cooling	1051	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1051	28	1 mM CaCl2	400.0	21.0	90.0	2	Heating	1052	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1052	29	0.1 mM CaCl2	400.0	90.0	21.0	1	Cooling	1053	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1053	30	0.1 mM CaCl2	400.0	21.0	90.0	1	Heating	1054	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1054	31	0.1 mM CaCl2	400.0	90.0	21.0	2	Cooling	1055	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1055	32	0.1 mM CaCl2	400.0	21.0	90.0	2	Heating	1056	2024-02-16_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1056	1	500 mM CaCl2	260.0	90.0	21.0	1	Cooling	1057	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1057	2	500 mM CaCl2	260.0	21.0	90.0	1	Heating	1058	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1058	3	500 mM CaCl2	260.0	90.0	21.0	2	Cooling	1059	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1059	4	500 mM CaCl2	260.0	21.0	90.0	2	Heating	1060	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1060	5	100 mM CaCl2	260.0	90.0	21.0	1	Cooling	1061	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1061	6	100 mM CaCl2	260.0	21.0	90.0	1	Heating	1062	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1062	7	100 mM CaCl2	260.0	90.0	21.0	2	Cooling	1063	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1063	8	100 mM CaCl2	260.0	21.0	90.0	2	Heating	1064	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1064	9	50 mM CaCl2	260.0	90.0	21.0	1	Cooling	1065	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1065	10	50 mM CaCl2	260.0	21.0	90.0	1	Heating	1066	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1066	11	50 mM CaCl2	260.0	90.0	21.0	2	Cooling	1067	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1067	12	50 mM CaCl2	260.0	21.0	90.0	2	Heating	1068	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1068	13	25 mM CaCl2	260.0	90.0	21.0	1	Cooling	1069	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1069	14	25 mM CaCl2	260.0	21.0	90.0	1	Heating	1070	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1070	15	25 mM CaCl2	260.0	90.0	21.0	2	Cooling	1071	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1071	16	25 mM CaCl2	260.0	21.0	90.0	2	Heating	1072	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1072	17	500 mM CaCl2	400.0	90.0	21.0	1	Cooling	1073	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1073	18	500 mM CaCl2	400.0	21.0	90.0	1	Heating	1074	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1074	19	500 mM CaCl2	400.0	90.0	21.0	2	Cooling	1075	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1075	20	500 mM CaCl2	400.0	21.0	90.0	2	Heating	1076	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1076	21	100 mM CaCl2	400.0	90.0	21.0	1	Cooling	1077	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1077	22	100 mM CaCl2	400.0	21.0	90.0	1	Heating	1078	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1078	23	100 mM CaCl2	400.0	90.0	21.0	2	Cooling	1079	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1079	24	100 mM CaCl2	400.0	21.0	90.0	2	Heating	1080	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1080	25	50 mM CaCl2	400.0	90.0	21.0	1	Cooling	1081	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1081	26	50 mM CaCl2	400.0	21.0	90.0	1	Heating	1082	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1082	27	50 mM CaCl2	400.0	90.0	21.0	2	Cooling	1083	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1083	28	50 mM CaCl2	400.0	21.0	90.0	2	Heating	1084	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1084	29	25 mM CaCl2	400.0	90.0	21.0	1	Cooling	1085	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1085	30	25 mM CaCl2	400.0	21.0	90.0	1	Heating	1086	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1086	31	25 mM CaCl2	400.0	90.0	21.0	2	Cooling	1087	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1087	32	25 mM CaCl2	400.0	21.0	90.0	2	Heating	1088	2024-02-19_RNA_melting_CaCl2_KCl_only_HEPES.csv																							
1088	1	10 mM MgCl2	260.0	90.0	21.0	1	Cooling	1089	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1089	2	10 mM MgCl2	260.0	21.0	90.0	1	Heating	1090	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1090	3	10 mM MgCl2	260.0	90.0	21.0	2	Cooling	1091	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1091	4	10 mM MgCl2	260.0	21.0	90.0	2	Heating	1092	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1092	5	5 mM MgCl2	260.0	90.0	21.0	1	Cooling	1093	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1093	6	5 mM MgCl2	260.0	21.0	90.0	1	Heating	1094	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1094	7	5 mM MgCl2	260.0	90.0	21.0	2	Cooling	1095	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1095	8	5 mM MgCl2	260.0	21.0	90.0	2	Heating	1096	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1096	9	1 mM MgCl2	260.0	90.0	21.0	1	Cooling	1097	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1097	10	1 mM MgCl2	260.0	21.0	90.0	1	Heating	1098	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1098	11	1 mM MgCl2	260.0	90.0	21.0	2	Cooling	1099	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1099	12	1 mM MgCl2	260.0	21.0	90.0	2	Heating	1100	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1100	13	0.1 mM MgCl2	260.0	90.0	21.0	1	Cooling	1101	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1101	14	0.1 mM MgCl2	260.0	21.0	90.0	1	Heating	1102	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1102	15	0.1 mM MgCl2	260.0	90.0	21.0	2	Cooling	1103	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1103	16	0.1 mM MgCl2	260.0	21.0	90.0	2	Heating	1104	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1104	17	10 mM MgCl2	400.0	90.0	21.0	1	Cooling	1105	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1105	18	10 mM MgCl2	400.0	21.0	90.0	1	Heating	1106	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1106	19	10 mM MgCl2	400.0	90.0	21.0	2	Cooling	1107	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1107	20	10 mM MgCl2	400.0	21.0	90.0	2	Heating	1108	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1108	21	5 mM MgCl2	400.0	90.0	21.0	1	Cooling	1109	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1109	22	5 mM MgCl2	400.0	21.0	90.0	1	Heating	1110	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1110	23	5 mM MgCl2	400.0	90.0	21.0	2	Cooling	1111	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1111	24	5 mM MgCl2	400.0	21.0	90.0	2	Heating	1112	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1112	25	1 mM MgCl2	400.0	90.0	21.0	1	Cooling	1113	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1113	26	1 mM MgCl2	400.0	21.0	90.0	1	Heating	1114	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1114	27	1 mM MgCl2	400.0	90.0	21.0	2	Cooling	1115	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1115	28	1 mM MgCl2	400.0	21.0	90.0	2	Heating	1116	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1116	29	0.1 mM MgCl2	400.0	90.0	21.0	1	Cooling	1117	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1117	30	0.1 mM MgCl2	400.0	21.0	90.0	1	Heating	1118	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1118	31	0.1 mM MgCl2	400.0	90.0	21.0	2	Cooling	1119	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1119	32	0.1 mM MgCl2	400.0	21.0	90.0	2	Heating	1120	2024-02-20_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1120	1	500 mM MgCl2	260.0	90.0	21.0	1	Cooling	1121	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1121	2	500 mM MgCl2	260.0	21.0	90.0	1	Heating	1122	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1122	3	500 mM MgCl2	260.0	90.0	21.0	2	Cooling	1123	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1123	4	500 mM MgCl2	260.0	21.0	90.0	2	Heating	1124	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1124	5	100 mM MgCl2	260.0	90.0	21.0	1	Cooling	1125	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1125	6	100 mM MgCl2	260.0	21.0	90.0	1	Heating	1126	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1126	7	100 mM MgCl2	260.0	90.0	21.0	2	Cooling	1127	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1127	8	100 mM MgCl2	260.0	21.0	90.0	2	Heating	1128	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv																							
1128	9	50 mM MgCl2	260.0	90.0	21.0	1	Cooling	1129	2024-02-21_RNA_melting_MgCl2_Na_only_HEPES.csv																							
